id_buku,judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
BK01039,Dasar-Dasar Administrasi Bisnis,Drs. Dewi Marpaung,Kencana Prenada,2022,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang pengelolaan keuangan bisnis, strategi tata kelola perusahaan, serta efisiensi operasional organisasi bisnis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen bisnis, manajemen keuangan, operasional bisnis, tata kelola perusahaan",Indonesia,Fisik,470,978-0-7955-6331-7,0
BK01040,Strategi Administrasi Bisnis,"Dr. Gatra Kuswandari, S.T.",Rajawali Pers,2011,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini dirancang sebagai panduan untuk memahami strategi tata kelola perusahaan, administrasi dan operasional bisnis, serta efisiensi operasional organisasi bisnis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","tata kelola perusahaan, administrasi bisnis, manajemen keuangan, manajemen bisnis",Indonesia,Fisik,246,978-1-00-666155-6,8
BK01041,Dasar-Dasar Tata Kelola Perusahaan,"Zalindra Haryanto, Zizi Yulianti",PT Grasindo,2016,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini dirancang sebagai panduan untuk memahami strategi tata kelola perusahaan, efisiensi operasional organisasi bisnis, serta administrasi dan operasional bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","operasional bisnis, administrasi bisnis, manajemen bisnis, tata kelola perusahaan",Indonesia,Fisik,550,978-0-16-704502-1,6
BK01042,Dasar-Dasar Manajemen Operasional Edisi Terbaru,"R.A. Elma Pratiwi, S.Ked",Bumi Aksara,2013,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini dirancang sebagai panduan untuk memahami pengelolaan keuangan bisnis, administrasi dan operasional bisnis, serta manajemen sumber daya manusia perusahaan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","administrasi bisnis, operasional bisnis, manajemen keuangan, manajemen bisnis",Indonesia,Fisik,340,978-0-270-09345-2,6
BK01043,Tata Kelola Perusahaan: Teori dan Praktik,drg. Yuni Manullang,Deepublish,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang pengelolaan keuangan bisnis, strategi tata kelola perusahaan, serta administrasi dan operasional bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","operasional bisnis, manajemen keuangan, manajemen sumber daya manusia, administrasi bisnis",Inggris,Fisik,342,978-0-282-25120-8,1
BK01044,Manajemen Sumber Daya Manusia: Teori dan Praktik,Farhunnisa Samosir,Erlangga,2021,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai efisiensi operasional organisasi bisnis, pengelolaan keuangan bisnis, serta manajemen sumber daya manusia perusahaan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","tata kelola perusahaan, manajemen bisnis, manajemen sumber daya manusia, manajemen keuangan",Inggris,E-book,471,978-1-4950-0507-7,9999
BK01045,Strategi Manajemen Operasional Edisi Ke-2,Oman Megantara,Bumi Aksara,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini mengulas berbagai aspek penting dari manajemen sumber daya manusia perusahaan, efisiensi operasional organisasi bisnis, serta pengelolaan keuangan bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","tata kelola perusahaan, administrasi bisnis, manajemen keuangan, manajemen bisnis",Inggris,Fisik,307,978-0-86982-210-4,0
BK01046,Strategi Manajemen Sumber Daya Manusia Edisi Ke-3,Genta Iswahyudi,UI Press,2013,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang pengelolaan keuangan bisnis, strategi tata kelola perusahaan, serta manajemen sumber daya manusia perusahaan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","administrasi bisnis, manajemen bisnis, tata kelola perusahaan, manajemen keuangan",Inggris,E-book,319,978-0-17-768729-7,9999
BK01047,Manajemen Manajemen Keuangan,"Ir. Abyasa Saragih, M.Kom.",Alfabeta,2020,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini mengulas berbagai aspek penting dari pengelolaan keuangan bisnis, manajemen sumber daya manusia perusahaan, serta strategi tata kelola perusahaan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","tata kelola perusahaan, manajemen sumber daya manusia, operasional bisnis, administrasi bisnis",Inggris,Fisik,492,978-1-258-59177-9,8
BK01048,Dasar-Dasar Manajemen Operasional Edisi Ke-3,"Yance Pertiwi, S.Kom, Darmaji Mulyani",Andi Publisher,2014,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini mengulas berbagai aspek penting dari administrasi dan operasional bisnis, efisiensi operasional organisasi bisnis, serta pengelolaan keuangan bisnis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen bisnis, manajemen sumber daya manusia, operasional bisnis, tata kelola perusahaan",Indonesia,Fisik,509,978-0-311-64913-6,6
BK01049,Manajemen Keuangan: Teori dan Praktik,Dwi Nashiruddin,Rajawali Pers,2016,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai administrasi dan operasional bisnis, strategi tata kelola perusahaan, serta manajemen sumber daya manusia perusahaan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","manajemen keuangan, manajemen bisnis, administrasi bisnis, tata kelola perusahaan",Indonesia,Fisik,317,978-1-79889-425-5,1
BK01050,Dasar-Dasar Manajemen Keuangan,Kasiyah Wijayanti,Informatika Bandung,2019,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai pengelolaan keuangan bisnis, efisiensi operasional organisasi bisnis, serta manajemen sumber daya manusia perusahaan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen bisnis, tata kelola perusahaan, manajemen keuangan, administrasi bisnis",Indonesia,E-book,514,978-0-603-20203-2,9999
BK01051,Pengantar Administrasi Bisnis,Hasta Sinaga,UI Press,2007,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai efisiensi operasional organisasi bisnis, pengelolaan keuangan bisnis, serta administrasi dan operasional bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","administrasi bisnis, tata kelola perusahaan, operasional bisnis, manajemen bisnis",Inggris,Fisik,405,978-1-75396-737-6,4
BK01052,Pengantar Manajemen Sumber Daya Manusia,Tgk. Puji Farida,Pustaka Pelajar,2008,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang strategi tata kelola perusahaan, pengelolaan keuangan bisnis, serta manajemen sumber daya manusia perusahaan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen sumber daya manusia, manajemen bisnis, manajemen keuangan, tata kelola perusahaan",Indonesia,E-book,203,978-1-85524-578-5,9999
BK01053,Strategi Manajemen Operasional,Salimah Kuswoyo,Informatika Bandung,2015,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang strategi tata kelola perusahaan, manajemen sumber daya manusia perusahaan, serta pengelolaan keuangan bisnis. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen bisnis, tata kelola perusahaan, manajemen keuangan, operasional bisnis",Indonesia,Fisik,359,978-1-156-08213-3,0
BK01054,Administrasi Bisnis: Teori dan Praktik,"Yance Kusumo, Kunthara Sihombing",Erlangga,2021,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini mengulas berbagai aspek penting dari efisiensi operasional organisasi bisnis, administrasi dan operasional bisnis, serta strategi tata kelola perusahaan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","tata kelola perusahaan, manajemen sumber daya manusia, manajemen bisnis, manajemen keuangan",Indonesia,Fisik,197,978-1-4768-1826-9,7
BK01055,Pengantar Administrasi Bisnis,"Drs. Febi Megantara, S.H.",PT Grasindo,2011,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini dirancang sebagai panduan untuk memahami administrasi dan operasional bisnis, pengelolaan keuangan bisnis, serta efisiensi operasional organisasi bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","tata kelola perusahaan, manajemen bisnis, administrasi bisnis, operasional bisnis",Indonesia,Fisik,204,978-0-589-29880-7,0
BK01056,Dasar-Dasar Manajemen Sumber Daya Manusia,"Dr. Gilang Namaga, S.H.",Salemba Empat,2016,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang administrasi dan operasional bisnis, manajemen sumber daya manusia perusahaan, serta pengelolaan keuangan bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","tata kelola perusahaan, manajemen bisnis, manajemen keuangan, administrasi bisnis",Indonesia,E-book,300,978-1-212-93289-1,9999
BK01057,Pengantar Manajemen Sumber Daya Manusia Edisi Terbaru,"Zamira Pangestu, Alika Wacana",Salemba Empat,2012,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai pengelolaan keuangan bisnis, efisiensi operasional organisasi bisnis, serta manajemen sumber daya manusia perusahaan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","operasional bisnis, manajemen bisnis, tata kelola perusahaan, administrasi bisnis",Indonesia,Fisik,338,978-1-86775-240-0,1
BK01058,Dasar-Dasar Manajemen Operasional,Dwi Puspita,Deepublish,2021,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang manajemen sumber daya manusia perusahaan, strategi tata kelola perusahaan, serta pengelolaan keuangan bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","operasional bisnis, manajemen keuangan, administrasi bisnis, manajemen sumber daya manusia",Indonesia,Fisik,139,978-0-9910622-7-0,1
BK01059,Manajemen Administrasi Bisnis Edisi Revisi,"R. Vanesa Prasasta, S.Sos",Alfabeta,2022,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang administrasi dan operasional bisnis, strategi tata kelola perusahaan, serta pengelolaan keuangan bisnis. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","operasional bisnis, manajemen bisnis, tata kelola perusahaan, manajemen sumber daya manusia",Inggris,Fisik,222,978-1-69335-134-1,5
BK01060,Manajemen Sumber Daya Manusia: Teori dan Praktik Edisi Ke-2,Tugiman Wacana,Alfabeta,2014,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang efisiensi operasional organisasi bisnis, administrasi dan operasional bisnis, serta pengelolaan keuangan bisnis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen bisnis, tata kelola perusahaan, operasional bisnis, manajemen sumber daya manusia",Indonesia,Fisik,406,978-0-372-45018-4,2
BK01061,Pengantar Manajemen Keuangan,Paramita Jailani,Rajawali Pers,2007,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang administrasi dan operasional bisnis, strategi tata kelola perusahaan, serta efisiensi operasional organisasi bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","operasional bisnis, manajemen sumber daya manusia, manajemen bisnis, manajemen keuangan",Indonesia,Fisik,323,978-0-7418-9721-3,7
BK01062,Dasar-Dasar Manajemen Sumber Daya Manusia Edisi Ke-3,"H. Ganep Saputra, S.Gz, Zalindra Rajasa",PT Grasindo,2012,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang efisiensi operasional organisasi bisnis, pengelolaan keuangan bisnis, serta administrasi dan operasional bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","operasional bisnis, manajemen sumber daya manusia, administrasi bisnis, tata kelola perusahaan",Indonesia,Fisik,458,978-1-69274-381-9,0
BK01063,Manajemen Manajemen Sumber Daya Manusia,Opan Suartini,Alfabeta,2015,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang pengelolaan keuangan bisnis, efisiensi operasional organisasi bisnis, serta manajemen sumber daya manusia perusahaan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","tata kelola perusahaan, manajemen sumber daya manusia, manajemen keuangan, administrasi bisnis",Indonesia,Fisik,440,978-0-7660-1444-2,1
BK01064,Dasar-Dasar Manajemen Operasional,"Kacung Sitompul, S.Farm, Raihan Ramadan, S.I.Kom",PT Grasindo,2023,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini dirancang sebagai panduan untuk memahami strategi tata kelola perusahaan, pengelolaan keuangan bisnis, serta administrasi dan operasional bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","administrasi bisnis, operasional bisnis, manajemen sumber daya manusia, manajemen bisnis",Indonesia,E-book,284,978-0-17-397396-7,9999
BK01065,Strategi Manajemen Operasional,"Emas Jailani, M.Kom., Drs. Raihan Pratiwi",Pustaka Pelajar,2007,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai pengelolaan keuangan bisnis, manajemen sumber daya manusia perusahaan, serta strategi tata kelola perusahaan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen keuangan, administrasi bisnis, manajemen bisnis, operasional bisnis",Indonesia,Fisik,493,978-1-09-191911-2,1
BK01066,Administrasi Bisnis: Teori dan Praktik,"Sutan Gatra Prastuti, M.Ak",Pustaka Pelajar,2021,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang efisiensi operasional organisasi bisnis, strategi tata kelola perusahaan, serta manajemen sumber daya manusia perusahaan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","tata kelola perusahaan, manajemen keuangan, operasional bisnis, manajemen bisnis",Indonesia,Fisik,204,978-1-05-779806-5,6
BK01067,Manajemen Manajemen Sumber Daya Manusia Edisi Ke-2,"Hj. Uli Astuti, S.Ked, Kasim Najmudin",Kencana Prenada,2016,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini dirancang sebagai panduan untuk memahami pengelolaan keuangan bisnis, strategi tata kelola perusahaan, serta efisiensi operasional organisasi bisnis. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","tata kelola perusahaan, manajemen keuangan, administrasi bisnis, manajemen bisnis",Indonesia,E-book,470,978-1-146-07455-1,9999
BK01068,Pengantar Administrasi Bisnis,Hilda Saefullah,Erlangga,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai administrasi dan operasional bisnis, pengelolaan keuangan bisnis, serta efisiensi operasional organisasi bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen keuangan, manajemen sumber daya manusia, operasional bisnis, administrasi bisnis",Indonesia,Fisik,420,978-0-574-23885-6,1
BK01069,Dasar-Dasar Manajemen Keuangan,"Lalita Tampubolon, S.E.",Informatika Bandung,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang strategi tata kelola perusahaan, administrasi dan operasional bisnis, serta pengelolaan keuangan bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen sumber daya manusia, operasional bisnis, manajemen keuangan, manajemen bisnis",Inggris,Fisik,276,978-0-559-83541-4,4
BK01070,Manajemen Manajemen Operasional,"Cornelia Uyainah, S.Sos",Graha Ilmu,2013,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang manajemen sumber daya manusia perusahaan, strategi tata kelola perusahaan, serta efisiensi operasional organisasi bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen keuangan, manajemen sumber daya manusia, administrasi bisnis, manajemen bisnis",Indonesia,Fisik,328,978-1-263-47557-6,3
BK01071,Manajemen Sumber Daya Manusia: Teori dan Praktik,"Usyi Manullang, Gaman Budiyanto",UI Press,2008,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang strategi tata kelola perusahaan, manajemen sumber daya manusia perusahaan, serta efisiensi operasional organisasi bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","tata kelola perusahaan, manajemen keuangan, manajemen sumber daya manusia, operasional bisnis",Indonesia,E-book,476,978-0-948848-82-7,9999
BK01072,Pengantar Manajemen Keuangan Edisi Ke-3,Raina Hutagalung,Informatika Bandung,2019,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini dirancang sebagai panduan untuk memahami pengelolaan keuangan bisnis, administrasi dan operasional bisnis, serta strategi tata kelola perusahaan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","tata kelola perusahaan, administrasi bisnis, manajemen bisnis, manajemen keuangan",Indonesia,Fisik,273,978-0-19-642585-6,3
BK01073,Tata Kelola Perusahaan: Teori dan Praktik,Diana Winarno,Bumi Aksara,2012,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang strategi tata kelola perusahaan, pengelolaan keuangan bisnis, serta manajemen sumber daya manusia perusahaan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","operasional bisnis, tata kelola perusahaan, manajemen sumber daya manusia, manajemen keuangan",Indonesia,Fisik,269,978-1-991537-03-4,3
BK01074,Administrasi Bisnis: Teori dan Praktik,R.M. Mulyanto Saefullah,Kencana Prenada,2014,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini dirancang sebagai panduan untuk memahami manajemen sumber daya manusia perusahaan, pengelolaan keuangan bisnis, serta efisiensi operasional organisasi bisnis. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","administrasi bisnis, manajemen keuangan, manajemen bisnis, manajemen sumber daya manusia",Indonesia,Fisik,255,978-1-333-37320-7,0
BK01075,Pengantar Manajemen Sumber Daya Manusia Edisi Ke-3,Hesti Damanik,Gramedia Pustaka Utama,2008,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai manajemen sumber daya manusia perusahaan, pengelolaan keuangan bisnis, serta administrasi dan operasional bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","manajemen bisnis, operasional bisnis, manajemen keuangan, manajemen sumber daya manusia",Inggris,Fisik,151,978-1-68893-628-7,2
BK01076,Manajemen Administrasi Bisnis,drg. Sari Permata,Salemba Empat,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang strategi tata kelola perusahaan, pengelolaan keuangan bisnis, serta manajemen sumber daya manusia perusahaan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","operasional bisnis, manajemen sumber daya manusia, manajemen bisnis, manajemen keuangan",Indonesia,Fisik,125,978-1-5465-5358-8,0
BK01077,Tata Kelola Perusahaan: Teori dan Praktik,Citra Mansur,Rajawali Pers,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini mengulas berbagai aspek penting dari administrasi dan operasional bisnis, efisiensi operasional organisasi bisnis, serta strategi tata kelola perusahaan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","administrasi bisnis, manajemen bisnis, operasional bisnis, manajemen sumber daya manusia",Indonesia,E-book,356,978-0-89218-785-0,9999
BK01078,Manajemen Manajemen Keuangan,Respati Suartini,Elex Media Komputindo,2023,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang strategi tata kelola perusahaan, administrasi dan operasional bisnis, serta pengelolaan keuangan bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen bisnis, manajemen sumber daya manusia, operasional bisnis, manajemen keuangan",Indonesia,Fisik,481,978-1-83749-079-0,5
BK01079,Pengantar Manajemen Keuangan,Najwa Rahayu,Elex Media Komputindo,2010,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai efisiensi operasional organisasi bisnis, pengelolaan keuangan bisnis, serta administrasi dan operasional bisnis. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","manajemen bisnis, administrasi bisnis, operasional bisnis, manajemen keuangan",Inggris,Fisik,463,978-0-208-78057-7,2
BK01080,Pengantar Manajemen Sumber Daya Manusia,"R. Bella Zulaika, S.I.Kom, Xanana Saefullah",Informatika Bandung,2023,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai administrasi dan operasional bisnis, efisiensi operasional organisasi bisnis, serta manajemen sumber daya manusia perusahaan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen sumber daya manusia, manajemen keuangan, manajemen bisnis, tata kelola perusahaan",Inggris,E-book,545,978-0-9762637-4-6,9999
BK01081,Dasar-Dasar Tata Kelola Perusahaan,H. Mursita Sihombing,Pustaka Pelajar,2007,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang pengelolaan keuangan bisnis, strategi tata kelola perusahaan, serta efisiensi operasional organisasi bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","tata kelola perusahaan, manajemen sumber daya manusia, manajemen bisnis, operasional bisnis",Inggris,Fisik,152,978-0-9862895-0-7,7
BK01082,Pengantar Administrasi Bisnis,Cut Tania Tamba,Alfabeta,2024,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai pengelolaan keuangan bisnis, administrasi dan operasional bisnis, serta strategi tata kelola perusahaan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","administrasi bisnis, manajemen bisnis, operasional bisnis, manajemen sumber daya manusia",Inggris,Fisik,293,978-0-918623-39-3,2
BK01083,Manajemen Sumber Daya Manusia: Teori dan Praktik Edisi Ke-2,"KH. Cemani Najmudin, S.Ked",Rajawali Pers,2023,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini mengulas berbagai aspek penting dari manajemen sumber daya manusia perusahaan, administrasi dan operasional bisnis, serta strategi tata kelola perusahaan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen bisnis, operasional bisnis, tata kelola perusahaan, administrasi bisnis",Indonesia,Fisik,125,978-0-511-69666-4,3
BK01084,Pengantar Manajemen Sumber Daya Manusia,"Nabila Mandala, S.Psi",UI Press,2020,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang pengelolaan keuangan bisnis, administrasi dan operasional bisnis, serta manajemen sumber daya manusia perusahaan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","administrasi bisnis, tata kelola perusahaan, manajemen keuangan, manajemen bisnis",Indonesia,Fisik,503,978-0-452-64712-1,0
BK01085,Manajemen Keuangan: Teori dan Praktik Edisi Revisi,Lalita Pangestu,Erlangga,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai manajemen sumber daya manusia perusahaan, efisiensi operasional organisasi bisnis, serta administrasi dan operasional bisnis. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","manajemen bisnis, tata kelola perusahaan, manajemen sumber daya manusia, operasional bisnis",Indonesia,E-book,271,978-1-157-18409-6,9999
BK01086,Dasar-Dasar Tata Kelola Perusahaan,Kalim Halim,UI Press,2006,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai manajemen sumber daya manusia perusahaan, efisiensi operasional organisasi bisnis, serta pengelolaan keuangan bisnis. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","administrasi bisnis, tata kelola perusahaan, manajemen keuangan, manajemen sumber daya manusia",Indonesia,Fisik,536,978-0-208-00564-9,6
BK01087,Strategi Manajemen Operasional,Raharja Purnawati,Erlangga,2013,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini dirancang sebagai panduan untuk memahami strategi tata kelola perusahaan, administrasi dan operasional bisnis, serta pengelolaan keuangan bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","manajemen keuangan, tata kelola perusahaan, manajemen sumber daya manusia, manajemen bisnis",Inggris,Fisik,447,978-0-239-72835-7,8
BK01088,Strategi Manajemen Operasional Edisi Terbaru,Teddy Zulaika,PT Grasindo,2015,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini membahas secara mendalam tentang manajemen sumber daya manusia perusahaan, pengelolaan keuangan bisnis, serta strategi tata kelola perusahaan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","manajemen sumber daya manusia, operasional bisnis, administrasi bisnis, manajemen keuangan",Inggris,E-book,264,978-1-927282-70-0,9999
BK01089,Strategi Manajemen Sumber Daya Manusia,Cut Paulin Lazuardi,Erlangga,2007,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai administrasi dan operasional bisnis, manajemen sumber daya manusia perusahaan, serta efisiensi operasional organisasi bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","tata kelola perusahaan, manajemen bisnis, manajemen keuangan, manajemen sumber daya manusia",Indonesia,E-book,354,978-1-152-98217-8,9999
