,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari)
2936,TRX002937,USR00376,BK00545,2025-05-14,2025-05-28,2025-06-03,Terlambat,20.0
2937,TRX002938,USR00359,BK00834,2023-10-02,2023-10-16,2023-10-10,Dikembalikan,8.0
2938,TRX002939,USR00183,BK01250,2025-06-25,2025-07-09,2025-06-28,Dikembalikan,3.0
2939,TRX002940,USR00340,BK00634,2024-06-25,2024-07-09,2024-07-15,Terlambat,20.0
2940,TRX002941,USR00145,BK01277,2024-06-13,2024-06-27,2024-06-24,Dikembalikan,11.0
2941,TRX002942,USR00007,BK00960,2023-04-02,2023-04-16,2023-04-13,Dikembalikan,11.0
2942,TRX002943,USR00267,BK00631,2024-06-06,2024-06-20,2024-06-22,Terlambat,16.0
2943,TRX002944,USR00350,BK00955,2025-07-26,2025-08-09,2025-08-02,Dikembalikan,7.0
2944,TRX002945,USR00202,BK01234,2025-05-14,2025-05-28,2025-05-30,Terlambat,16.0
2945,TRX002946,USR00096,BK01003,2024-10-17,2024-10-31,2024-11-07,Terlambat,21.0
2946,TRX002947,USR00312,BK00518,2025-12-23,2026-01-06,,Dipinjam,belum_kembali
2947,TRX002948,USR00334,BK01254,2023-01-18,2023-02-01,2023-01-27,Dikembalikan,9.0
2948,TRX002949,USR00250,BK00247,2024-11-15,2024-11-29,2024-11-25,Dikembalikan,10.0
2949,TRX002950,USR00358,BK01201,2025-12-13,2025-12-27,2026-01-01,Terlambat,19.0
2950,TRX002951,USR00239,BK00913,2024-11-14,2024-11-28,2024-11-27,Dikembalikan,13.0
2951,TRX002952,USR00094,BK00172,2024-02-15,2024-02-29,2024-02-20,Dikembalikan,5.0
2952,TRX002953,USR00323,BK00296,2025-09-05,2025-09-19,2025-09-18,Dikembalikan,13.0
2953,TRX002954,USR00182,BK00514,2024-05-31,2024-06-14,2024-06-10,Dikembalikan,10.0
2954,TRX002955,USR00120,BK01275,2023-11-22,2023-12-06,2023-12-09,Terlambat,17.0
2955,TRX002956,USR00059,BK01302,2025-04-16,2025-04-30,2025-05-02,Terlambat,16.0
2956,TRX002957,USR00058,BK00976,2025-06-21,2025-07-05,2025-07-10,Terlambat,19.0
2957,TRX002958,USR00030,BK00650,2023-08-24,2023-09-07,2023-09-06,Dikembalikan,13.0
2958,TRX002959,USR00267,BK00765,2023-10-12,2023-10-26,2023-10-18,Dikembalikan,6.0
2959,TRX002960,USR00196,BK00612,2025-05-25,2025-06-08,2025-06-07,Dikembalikan,13.0
2960,TRX002961,USR00320,BK00737,2024-09-07,2024-09-21,2024-09-14,Dikembalikan,7.0
2961,TRX002962,USR00135,BK01224,2023-12-24,2024-01-07,2024-01-01,Dikembalikan,8.0
2962,TRX002963,USR00110,BK00994,2025-05-10,2025-05-24,2025-05-28,Terlambat,18.0
2963,TRX002964,USR00017,BK00670,2023-07-22,2023-08-05,2023-08-04,Dikembalikan,13.0
2964,TRX002965,USR00147,BK01007,2025-11-24,2025-12-08,2025-12-02,Dikembalikan,8.0
2965,TRX002966,USR00089,BK00408,2025-12-12,2025-12-26,2025-12-21,Dikembalikan,9.0
2966,TRX002967,USR00199,BK00554,2025-12-10,2025-12-24,2025-12-25,Terlambat,15.0
2967,TRX002968,USR00346,BK00897,2025-05-16,2025-05-30,2025-06-04,Terlambat,19.0
2968,TRX002969,USR00093,BK00727,2025-06-01,2025-06-15,2025-06-06,Dikembalikan,5.0
2969,TRX002970,USR00325,BK00500,2023-04-17,2023-05-01,2023-05-07,Terlambat,20.0
2970,TRX002971,USR00014,BK01292,2024-09-17,2024-10-01,2024-10-08,Terlambat,21.0
2971,TRX002972,USR00188,BK01153,2023-01-09,2023-01-23,2023-01-24,Terlambat,15.0
2972,TRX002973,USR00077,BK01234,2025-04-24,2025-05-08,2025-05-06,Dikembalikan,12.0
2973,TRX002974,USR00173,BK00517,2025-06-07,2025-06-21,2025-06-12,Dikembalikan,5.0
2974,TRX002975,USR00117,BK01222,2023-01-14,2023-01-28,2023-01-18,Dikembalikan,4.0
2975,TRX002976,USR00060,BK00398,2024-09-24,2024-10-08,2024-10-07,Dikembalikan,13.0
2976,TRX002977,USR00127,BK00626,2024-05-24,2024-06-07,2024-05-28,Dikembalikan,4.0
2977,TRX002978,USR00052,BK00432,2025-03-30,2025-04-13,2025-04-06,Dikembalikan,7.0
2978,TRX002979,USR00017,BK00518,2024-09-02,2024-09-16,2024-09-10,Dikembalikan,8.0
2979,TRX002980,USR00369,BK00753,2024-01-06,2024-01-20,2024-01-13,Dikembalikan,7.0
2980,TRX002981,USR00290,BK00507,2024-02-09,2024-02-23,2024-02-13,Dikembalikan,4.0
2981,TRX002982,USR00239,BK00973,2025-03-23,2025-04-06,2025-04-06,Dikembalikan,14.0
2982,TRX002983,USR00183,BK00986,2023-08-06,2023-08-20,2023-08-10,Dikembalikan,4.0
2983,TRX002984,USR00014,BK01240,2023-05-15,2023-05-29,2023-05-21,Dikembalikan,6.0
2984,TRX002985,USR00293,BK00498,2023-01-02,2023-01-16,2023-01-09,Dikembalikan,7.0
2985,TRX002986,USR00091,BK01003,2023-10-30,2023-11-13,2023-11-16,Terlambat,17.0
2986,TRX002987,USR00116,BK01238,2024-06-10,2024-06-24,2024-06-20,Dikembalikan,10.0
2987,TRX002988,USR00244,BK00379,2024-11-24,2024-12-08,2024-12-01,Dikembalikan,7.0
2988,TRX002989,USR00267,BK00478,2024-12-30,2025-01-13,2025-01-03,Dikembalikan,4.0
2989,TRX002990,USR00262,BK00962,2024-08-05,2024-08-19,2024-08-23,Terlambat,18.0
2990,TRX002991,USR00223,BK00664,2024-06-23,2024-07-07,2024-06-28,Dikembalikan,5.0
2991,TRX002992,USR00182,BK00510,2024-12-22,2025-01-05,2024-12-31,Dikembalikan,9.0
2992,TRX002993,USR00090,BK01268,2025-10-17,2025-10-31,2025-10-30,Dikembalikan,13.0
2993,TRX002994,USR00206,BK00501,2024-01-19,2024-02-02,2024-01-23,Dikembalikan,4.0
2994,TRX002995,USR00302,BK00090,2023-12-02,2023-12-16,2023-12-21,Terlambat,19.0
2995,TRX002996,USR00063,BK00700,2023-12-04,2023-12-18,2023-12-14,Dikembalikan,10.0
2996,TRX002997,USR00050,BK00747,2024-04-18,2024-05-02,2024-04-21,Dikembalikan,3.0
2997,TRX002998,USR00032,BK00724,2025-10-10,2025-10-24,2025-10-27,Terlambat,17.0
2998,TRX002999,USR00145,BK01237,2024-04-10,2024-04-24,2024-04-20,Dikembalikan,10.0
2999,TRX003000,USR00109,BK01225,2024-09-25,2024-10-09,2024-10-09,Dikembalikan,14.0
3000,TRX003001,USR00380,BK00758,2024-08-01,2024-08-15,2024-08-05,Dikembalikan,4.0
3001,TRX003002,USR00267,BK00586,2023-09-23,2023-10-07,2023-10-04,Dikembalikan,11.0
3002,TRX003003,USR00329,BK01078,2024-07-15,2024-07-29,2024-08-02,Terlambat,18.0
3003,TRX003004,USR00164,BK00171,2025-11-10,2025-11-24,2025-11-19,Dikembalikan,9.0
3004,TRX003005,USR00090,BK01326,2025-04-19,2025-05-03,2025-05-06,Terlambat,17.0
3005,TRX003006,USR00320,BK00632,2023-06-02,2023-06-16,2023-06-05,Dikembalikan,3.0
3006,TRX003007,USR00098,BK00375,2023-12-22,2024-01-05,2024-01-10,Terlambat,19.0
3007,TRX003008,USR00086,BK00371,2023-09-26,2023-10-10,2023-10-02,Dikembalikan,6.0
3008,TRX003009,USR00159,BK00456,2025-08-20,2025-09-03,2025-08-24,Dikembalikan,4.0
3009,TRX003010,USR00358,BK00989,2024-01-04,2024-01-18,2024-01-16,Dikembalikan,12.0
3010,TRX003011,USR00246,BK01077,2025-08-19,2025-09-02,2025-09-09,Terlambat,21.0
3011,TRX003012,USR00021,BK00493,2025-12-18,2026-01-01,,Dipinjam,belum_kembali
3012,TRX003013,USR00257,BK00491,2025-02-14,2025-02-28,2025-02-28,Dikembalikan,14.0
3013,TRX003014,USR00249,BK00327,2024-04-01,2024-04-15,2024-04-13,Dikembalikan,12.0
3014,TRX003015,USR00029,BK01202,2023-02-24,2023-03-10,2023-03-15,Terlambat,19.0
3015,TRX003016,USR00007,BK01004,2023-05-26,2023-06-09,2023-06-05,Dikembalikan,10.0
3016,TRX003017,USR00286,BK00336,2025-07-10,2025-07-24,2025-07-30,Terlambat,20.0
3017,TRX003018,USR00107,BK00401,2024-07-05,2024-07-19,2024-07-18,Dikembalikan,13.0
3018,TRX003019,USR00286,BK00412,2024-03-04,2024-03-18,2024-03-10,Dikembalikan,6.0
3019,TRX003020,USR00348,BK00697,2024-01-09,2024-01-23,2024-01-24,Terlambat,15.0
3020,TRX003021,USR00191,BK00309,2025-11-12,2025-11-26,2025-11-17,Dikembalikan,5.0
3021,TRX003022,USR00250,BK00905,2025-08-09,2025-08-23,2025-08-26,Terlambat,17.0
3022,TRX003023,USR00380,BK00676,2025-06-28,2025-07-12,2025-07-01,Dikembalikan,3.0
3023,TRX003024,USR00184,BK00097,2023-02-10,2023-02-24,2023-02-25,Terlambat,15.0
3024,TRX003025,USR00205,BK00899,2024-01-15,2024-01-29,2024-02-01,Terlambat,17.0
3025,TRX003026,USR00016,BK01292,2024-02-19,2024-03-04,2024-02-26,Dikembalikan,7.0
3026,TRX003027,USR00249,BK00777,2025-12-11,2025-12-25,2025-12-15,Dikembalikan,4.0
3027,TRX003028,USR00111,BK01024,2025-06-22,2025-07-06,2025-07-11,Terlambat,19.0
3028,TRX003029,USR00339,BK01212,2025-06-09,2025-06-23,2025-06-18,Dikembalikan,9.0
3029,TRX003030,USR00056,BK01306,2024-09-07,2024-09-21,2024-09-21,Dikembalikan,14.0
3030,TRX003031,USR00170,BK00170,2024-04-04,2024-04-18,2024-04-23,Terlambat,19.0
3031,TRX003032,USR00325,BK00499,2025-12-15,2025-12-29,2025-12-23,Dikembalikan,8.0
3032,TRX003033,USR00037,BK01183,2025-05-08,2025-05-22,2025-05-22,Dikembalikan,14.0
3033,TRX003034,USR00352,BK01253,2025-09-13,2025-09-27,2025-09-25,Dikembalikan,12.0
3034,TRX003035,USR00136,BK00795,2025-10-08,2025-10-22,2025-10-14,Dikembalikan,6.0
3035,TRX003036,USR00331,BK00977,2023-05-25,2023-06-08,2023-06-11,Terlambat,17.0
3036,TRX003037,USR00165,BK00554,2024-09-03,2024-09-17,2024-09-21,Terlambat,18.0
3037,TRX003038,USR00146,BK00396,2023-07-14,2023-07-28,2023-07-31,Terlambat,17.0
3038,TRX003039,USR00197,BK00587,2023-02-11,2023-02-25,2023-02-15,Dikembalikan,4.0
3039,TRX003040,USR00090,BK01350,2025-12-04,2025-12-18,2025-12-21,Terlambat,17.0
3040,TRX003041,USR00053,BK01178,2024-10-28,2024-11-11,2024-11-07,Dikembalikan,10.0
3041,TRX003042,USR00363,BK00127,2025-05-13,2025-05-27,2025-05-22,Dikembalikan,9.0
3042,TRX003043,USR00031,BK00704,2025-10-12,2025-10-26,2025-10-27,Terlambat,15.0
3043,TRX003044,USR00333,BK01290,2023-12-10,2023-12-24,2023-12-28,Terlambat,18.0
3044,TRX003045,USR00261,BK01073,2024-01-02,2024-01-16,2024-01-17,Terlambat,15.0
3045,TRX003046,USR00092,BK00132,2025-09-01,2025-09-15,2025-09-14,Dikembalikan,13.0
3046,TRX003047,USR00085,BK01331,2023-12-01,2023-12-15,2023-12-12,Dikembalikan,11.0
3047,TRX003048,USR00230,BK00762,2023-10-02,2023-10-16,2023-10-05,Dikembalikan,3.0
3048,TRX003049,USR00352,BK01256,2024-09-27,2024-10-11,2024-10-09,Dikembalikan,12.0
3049,TRX003050,USR00266,BK00813,2023-08-24,2023-09-07,2023-09-14,Terlambat,21.0
3050,TRX003051,USR00232,BK00142,2024-10-08,2024-10-22,2024-10-29,Terlambat,21.0
3051,TRX003052,USR00117,BK01005,2025-02-26,2025-03-12,2025-03-06,Dikembalikan,8.0
3052,TRX003053,USR00222,BK00707,2024-07-23,2024-08-06,2024-07-26,Dikembalikan,3.0
3053,TRX003054,USR00313,BK00091,2023-10-16,2023-10-30,2023-11-03,Terlambat,18.0
3054,TRX003055,USR00007,BK01366,2025-07-11,2025-07-25,2025-07-21,Dikembalikan,10.0
3055,TRX003056,USR00357,BK00985,2023-01-12,2023-01-26,2023-01-29,Terlambat,17.0
3056,TRX003057,USR00255,BK00577,2023-11-16,2023-11-30,2023-11-30,Dikembalikan,14.0
3057,TRX003058,USR00169,BK01067,2024-01-28,2024-02-11,2024-02-02,Dikembalikan,5.0
3058,TRX003059,USR00023,BK01374,2023-02-08,2023-02-22,2023-02-26,Terlambat,18.0
3059,TRX003060,USR00018,BK01322,2025-04-28,2025-05-12,2025-05-14,Terlambat,16.0
3060,TRX003061,USR00296,BK00787,2025-04-04,2025-04-18,2025-04-21,Terlambat,17.0
3061,TRX003062,USR00075,BK00417,2023-07-08,2023-07-22,2023-07-21,Dikembalikan,13.0
3062,TRX003063,USR00151,BK00794,2023-06-16,2023-06-30,2023-06-19,Dikembalikan,3.0
3063,TRX003064,USR00358,BK01142,2024-12-01,2024-12-15,2024-12-18,Terlambat,17.0
3064,TRX003065,USR00311,BK00469,2025-01-12,2025-01-26,2025-01-29,Terlambat,17.0
3065,TRX003066,USR00097,BK00542,2025-09-03,2025-09-17,2025-09-21,Terlambat,18.0
3066,TRX003067,USR00149,BK01082,2024-11-22,2024-12-06,2024-11-25,Dikembalikan,3.0
3067,TRX003068,USR00106,BK00148,2024-05-09,2024-05-23,2024-05-19,Dikembalikan,10.0
3068,TRX003069,USR00159,BK00566,2025-05-22,2025-06-05,2025-05-30,Dikembalikan,8.0
3069,TRX003070,USR00191,BK01184,2023-07-20,2023-08-03,2023-08-04,Terlambat,15.0
3070,TRX003071,USR00323,BK01352,2024-03-26,2024-04-09,2024-03-29,Dikembalikan,3.0
3071,TRX003072,USR00076,BK00210,2023-12-04,2023-12-18,2023-12-24,Terlambat,20.0
3072,TRX003073,USR00065,BK00616,2023-05-24,2023-06-07,2023-06-09,Terlambat,16.0
3073,TRX003074,USR00184,BK00392,2025-02-12,2025-02-26,2025-02-18,Dikembalikan,6.0
3074,TRX003075,USR00252,BK01376,2025-06-03,2025-06-17,2025-06-18,Terlambat,15.0
3075,TRX003076,USR00010,BK00059,2023-04-29,2023-05-13,2023-05-12,Dikembalikan,13.0
3076,TRX003077,USR00215,BK01232,2025-06-26,2025-07-10,2025-07-12,Terlambat,16.0
3077,TRX003078,USR00118,BK01266,2025-04-24,2025-05-08,2025-05-11,Terlambat,17.0
3078,TRX003079,USR00267,BK00567,2025-08-02,2025-08-16,2025-08-13,Dikembalikan,11.0
3079,TRX003080,USR00112,BK00050,2023-11-01,2023-11-15,2023-11-08,Dikembalikan,7.0
3080,TRX003081,USR00010,BK01143,2024-03-24,2024-04-07,2024-03-27,Dikembalikan,3.0
3081,TRX003082,USR00334,BK01194,2025-08-18,2025-09-01,2025-09-04,Terlambat,17.0
3082,TRX003083,USR00295,BK00120,2024-06-08,2024-06-22,2024-06-17,Dikembalikan,9.0
3083,TRX003084,USR00158,BK01080,2025-03-13,2025-03-27,2025-04-02,Terlambat,20.0
3084,TRX003085,USR00177,BK00302,2025-07-04,2025-07-18,2025-07-15,Dikembalikan,11.0
3085,TRX003086,USR00240,BK00588,2023-01-26,2023-02-09,2023-01-30,Dikembalikan,4.0
3086,TRX003087,USR00267,BK00656,2024-06-11,2024-06-25,2024-06-29,Terlambat,18.0
3087,TRX003088,USR00175,BK01049,2023-02-02,2023-02-16,2023-02-08,Dikembalikan,6.0
3088,TRX003089,USR00094,BK00161,2025-02-26,2025-03-12,2025-03-15,Terlambat,17.0
3089,TRX003090,USR00078,BK00464,2023-06-29,2023-07-13,2023-07-04,Dikembalikan,5.0
3090,TRX003091,USR00227,BK00543,2024-07-21,2024-08-04,2024-07-24,Dikembalikan,3.0
3091,TRX003092,USR00082,BK01324,2025-04-10,2025-04-24,2025-04-22,Dikembalikan,12.0
3092,TRX003093,USR00370,BK00326,2024-05-06,2024-05-20,2024-05-23,Terlambat,17.0
3093,TRX003094,USR00049,BK01327,2023-12-10,2023-12-24,2023-12-19,Dikembalikan,9.0
3094,TRX003095,USR00144,BK00256,2024-04-27,2024-05-11,2024-05-15,Terlambat,18.0
3095,TRX003096,USR00155,BK00116,2023-08-30,2023-09-13,2023-09-04,Dikembalikan,5.0
3096,TRX003097,USR00055,BK01189,2025-02-19,2025-03-05,2025-03-12,Terlambat,21.0
3097,TRX003098,USR00298,BK00914,2023-04-09,2023-04-23,2023-04-21,Dikembalikan,12.0
3098,TRX003099,USR00053,BK01232,2024-12-11,2024-12-25,2024-12-31,Terlambat,20.0
3099,TRX003100,USR00097,BK00606,2024-06-06,2024-06-20,2024-06-13,Dikembalikan,7.0
3100,TRX003101,USR00134,BK00727,2023-11-25,2023-12-09,2023-12-11,Terlambat,16.0
3101,TRX003102,USR00161,BK00796,2023-02-13,2023-02-27,2023-03-04,Terlambat,19.0
3102,TRX003103,USR00289,BK01020,2025-05-15,2025-05-29,2025-06-03,Terlambat,19.0
3103,TRX003104,USR00181,BK00526,2025-05-28,2025-06-11,2025-06-13,Terlambat,16.0
3104,TRX003105,USR00156,BK00295,2025-09-03,2025-09-17,2025-09-20,Terlambat,17.0
3105,TRX003106,USR00359,BK01163,2024-07-23,2024-08-06,2024-07-31,Dikembalikan,8.0
3106,TRX003107,USR00331,BK01014,2023-04-13,2023-04-27,2023-05-03,Terlambat,20.0
3107,TRX003108,USR00094,BK00193,2023-11-11,2023-11-25,2023-11-22,Dikembalikan,11.0
3108,TRX003109,USR00209,BK01291,2025-09-19,2025-10-03,2025-10-10,Terlambat,21.0
3109,TRX003110,USR00006,BK00854,2023-12-28,2024-01-11,2024-01-09,Dikembalikan,12.0
3110,TRX003111,USR00019,BK00345,2024-02-09,2024-02-23,2024-02-14,Dikembalikan,5.0
3111,TRX003112,USR00015,BK01308,2023-07-09,2023-07-23,2023-07-26,Terlambat,17.0
3112,TRX003113,USR00311,BK00412,2024-09-27,2024-10-11,2024-10-09,Dikembalikan,12.0
3113,TRX003114,USR00037,BK01185,2023-07-25,2023-08-08,2023-08-05,Dikembalikan,11.0
3114,TRX003115,USR00231,BK00936,2024-03-09,2024-03-23,2024-03-17,Dikembalikan,8.0
3115,TRX003116,USR00251,BK00917,2023-06-19,2023-07-03,2023-06-22,Dikembalikan,3.0
3116,TRX003117,USR00305,BK00288,2024-06-21,2024-07-05,2024-06-28,Dikembalikan,7.0
3117,TRX003118,USR00133,BK00961,2025-08-27,2025-09-10,2025-08-31,Dikembalikan,4.0
3118,TRX003119,USR00246,BK00838,2023-12-05,2023-12-19,2023-12-21,Terlambat,16.0
3119,TRX003120,USR00159,BK00020,2025-01-08,2025-01-22,2025-01-22,Dikembalikan,14.0
3120,TRX003121,USR00078,BK00598,2023-07-07,2023-07-21,2023-07-17,Dikembalikan,10.0
3121,TRX003122,USR00179,BK00512,2025-09-04,2025-09-18,2025-09-19,Terlambat,15.0
3122,TRX003123,USR00247,BK00770,2025-01-29,2025-02-12,2025-02-04,Dikembalikan,6.0
3123,TRX003124,USR00111,BK01148,2025-01-24,2025-02-07,2025-02-03,Dikembalikan,10.0
3124,TRX003125,USR00097,BK00410,2025-10-29,2025-11-12,2025-11-07,Dikembalikan,9.0
3125,TRX003126,USR00191,BK01203,2024-10-16,2024-10-30,2024-10-24,Dikembalikan,8.0
3126,TRX003127,USR00082,BK01349,2023-10-29,2023-11-12,2023-11-09,Dikembalikan,11.0
3127,TRX003128,USR00260,BK00982,2024-12-16,2024-12-30,2025-01-03,Terlambat,18.0
3128,TRX003129,USR00153,BK00323,2024-10-29,2024-11-12,2024-11-14,Terlambat,16.0
3129,TRX003130,USR00250,BK00897,2025-02-04,2025-02-18,2025-02-07,Dikembalikan,3.0
3130,TRX003131,USR00101,BK00122,2024-10-29,2024-11-12,2024-11-11,Dikembalikan,13.0
3131,TRX003132,USR00335,BK00794,2025-11-27,2025-12-11,2025-12-05,Dikembalikan,8.0
3132,TRX003133,USR00325,BK00512,2023-11-23,2023-12-07,2023-12-12,Terlambat,19.0
3133,TRX003134,USR00293,BK00507,2024-01-04,2024-01-18,2024-01-25,Terlambat,21.0
3134,TRX003135,USR00146,BK00423,2023-11-19,2023-12-03,2023-12-03,Dikembalikan,14.0
3135,TRX003136,USR00144,BK00282,2024-03-21,2024-04-04,2024-04-05,Terlambat,15.0
3136,TRX003137,USR00168,BK00772,2023-10-06,2023-10-20,2023-10-22,Terlambat,16.0
3137,TRX003138,USR00019,BK00741,2023-06-19,2023-07-03,2023-07-05,Terlambat,16.0
3138,TRX003139,USR00191,BK01223,2023-05-11,2023-05-25,2023-05-16,Dikembalikan,5.0
3139,TRX003140,USR00314,BK00770,2023-02-20,2023-03-06,2023-03-01,Dikembalikan,9.0
3140,TRX003141,USR00297,BK01342,2024-08-07,2024-08-21,2024-08-24,Terlambat,17.0
3141,TRX003142,USR00193,BK01296,2024-03-09,2024-03-23,2024-03-27,Terlambat,18.0
3142,TRX003143,USR00106,BK00557,2025-08-25,2025-09-08,2025-08-28,Dikembalikan,3.0
3143,TRX003144,USR00118,BK00924,2024-11-12,2024-11-26,2024-11-22,Dikembalikan,10.0
3144,TRX003145,USR00365,BK00888,2023-12-27,2024-01-10,2024-01-03,Dikembalikan,7.0
3145,TRX003146,USR00016,BK01303,2025-03-10,2025-03-24,2025-03-23,Dikembalikan,13.0
3146,TRX003147,USR00199,BK00090,2025-09-23,2025-10-07,2025-10-08,Terlambat,15.0
3147,TRX003148,USR00240,BK00660,2025-02-24,2025-03-10,2025-03-03,Dikembalikan,7.0
3148,TRX003149,USR00329,BK01225,2024-07-28,2024-08-11,2024-08-13,Terlambat,16.0
3149,TRX003150,USR00051,BK00729,2023-09-27,2023-10-11,2023-10-18,Terlambat,21.0
3150,TRX003151,USR00004,BK01074,2025-07-05,2025-07-19,2025-07-10,Dikembalikan,5.0
3151,TRX003152,USR00117,BK01222,2024-02-19,2024-03-04,2024-03-01,Dikembalikan,11.0
3152,TRX003153,USR00258,BK00078,2025-11-28,2025-12-12,2025-12-05,Dikembalikan,7.0
3153,TRX003154,USR00297,BK01199,2025-11-23,2025-12-07,2025-12-08,Terlambat,15.0
3154,TRX003155,USR00278,BK01281,2025-10-11,2025-10-25,2025-10-17,Dikembalikan,6.0
3155,TRX003156,USR00274,BK00561,2023-01-26,2023-02-09,2023-02-09,Dikembalikan,14.0
3156,TRX003157,USR00059,BK00326,2025-04-30,2025-05-14,2025-05-08,Dikembalikan,8.0
3157,TRX003158,USR00245,BK00961,2023-05-31,2023-06-14,2023-06-07,Dikembalikan,7.0
3158,TRX003159,USR00189,BK00378,2025-11-19,2025-12-03,2025-12-08,Terlambat,19.0
3159,TRX003160,USR00230,BK00237,2025-12-11,2025-12-25,2025-12-16,Dikembalikan,5.0
3160,TRX003161,USR00216,BK00001,2023-12-24,2024-01-07,2024-01-02,Dikembalikan,9.0
3161,TRX003162,USR00038,BK00688,2025-11-13,2025-11-27,2025-11-16,Dikembalikan,3.0
3162,TRX003163,USR00118,BK01291,2024-06-18,2024-07-02,2024-06-29,Dikembalikan,11.0
3163,TRX003164,USR00120,BK01342,2024-02-11,2024-02-25,2024-02-19,Dikembalikan,8.0
3164,TRX003165,USR00177,BK00224,2025-10-12,2025-10-26,2025-10-28,Terlambat,16.0
3165,TRX003166,USR00189,BK00191,2023-05-29,2023-06-12,2023-06-19,Terlambat,21.0
3166,TRX003167,USR00078,BK00586,2024-04-22,2024-05-06,2024-05-11,Terlambat,19.0
3167,TRX003168,USR00291,BK01093,2023-04-06,2023-04-20,2023-04-27,Terlambat,21.0
3168,TRX003169,USR00010,BK00052,2024-11-05,2024-11-19,2024-11-20,Terlambat,15.0
3169,TRX003170,USR00063,BK00180,2023-03-09,2023-03-23,2023-03-14,Dikembalikan,5.0
3170,TRX003171,USR00296,BK01352,2025-08-25,2025-09-08,2025-09-05,Dikembalikan,11.0
3171,TRX003172,USR00019,BK00158,2024-04-12,2024-04-26,2024-04-18,Dikembalikan,6.0
3172,TRX003173,USR00166,BK01350,2024-09-25,2024-10-09,2024-10-10,Terlambat,15.0
3173,TRX003174,USR00273,BK00394,2023-08-07,2023-08-21,2023-08-14,Dikembalikan,7.0
3174,TRX003175,USR00021,BK00469,2024-09-23,2024-10-07,2024-10-01,Dikembalikan,8.0
3175,TRX003176,USR00231,BK01050,2025-10-08,2025-10-22,2025-10-21,Dikembalikan,13.0
3176,TRX003177,USR00123,BK00442,2025-12-27,2026-01-10,,Dipinjam,belum_kembali
3177,TRX003178,USR00026,BK00757,2023-02-19,2023-03-05,2023-03-07,Terlambat,16.0
3178,TRX003179,USR00014,BK01262,2023-09-24,2023-10-08,2023-10-11,Terlambat,17.0
3179,TRX003180,USR00284,BK00765,2023-01-20,2023-02-03,2023-02-10,Terlambat,21.0
3180,TRX003181,USR00314,BK00731,2025-07-30,2025-08-13,2025-08-07,Dikembalikan,8.0
3181,TRX003182,USR00229,BK00451,2023-12-14,2023-12-28,2023-12-21,Dikembalikan,7.0
3182,TRX003183,USR00011,BK00678,2023-03-07,2023-03-21,2023-03-15,Dikembalikan,8.0
3183,TRX003184,USR00049,BK00850,2023-07-06,2023-07-20,2023-07-18,Dikembalikan,12.0
3184,TRX003185,USR00126,BK00950,2025-03-05,2025-03-19,2025-03-20,Terlambat,15.0
3185,TRX003186,USR00309,BK00895,2023-03-15,2023-03-29,2023-04-01,Terlambat,17.0
3186,TRX003187,USR00349,BK00913,2025-01-16,2025-01-30,2025-01-20,Dikembalikan,4.0
3187,TRX003188,USR00120,BK01358,2025-06-07,2025-06-21,2025-06-16,Dikembalikan,9.0
3188,TRX003189,USR00175,BK00849,2024-12-19,2025-01-02,2024-12-29,Dikembalikan,10.0
3189,TRX003190,USR00205,BK00853,2024-01-19,2024-02-02,2024-02-04,Terlambat,16.0
3190,TRX003191,USR00338,BK00734,2025-02-12,2025-02-26,2025-02-18,Dikembalikan,6.0
3191,TRX003192,USR00335,BK00806,2023-06-02,2023-06-16,2023-06-15,Dikembalikan,13.0
3192,TRX003193,USR00123,BK00553,2025-06-26,2025-07-10,2025-07-05,Dikembalikan,9.0
3193,TRX003194,USR00043,BK01336,2024-08-23,2024-09-06,2024-08-26,Dikembalikan,3.0
3194,TRX003195,USR00285,BK00890,2024-11-23,2024-12-07,2024-12-14,Terlambat,21.0
3195,TRX003196,USR00196,BK00615,2024-05-04,2024-05-18,2024-05-14,Dikembalikan,10.0
3196,TRX003197,USR00358,BK01092,2025-09-11,2025-09-25,2025-09-22,Dikembalikan,11.0
3197,TRX003198,USR00323,BK01350,2023-01-24,2023-02-07,2023-01-27,Dikembalikan,3.0
3198,TRX003199,USR00130,BK00537,2023-10-18,2023-11-01,2023-11-02,Terlambat,15.0
3199,TRX003200,USR00040,BK00787,2025-05-31,2025-06-14,2025-06-19,Terlambat,19.0
3200,TRX003201,USR00334,BK01193,2023-02-06,2023-02-20,2023-02-16,Dikembalikan,10.0
3201,TRX003202,USR00305,BK00498,2025-01-28,2025-02-11,2025-02-11,Dikembalikan,14.0
3202,TRX003203,USR00220,BK01075,2024-08-17,2024-08-31,2024-09-01,Terlambat,15.0
3203,TRX003204,USR00286,BK00381,2023-05-01,2023-05-15,2023-05-07,Dikembalikan,6.0
3204,TRX003205,USR00293,BK00601,2023-02-13,2023-02-27,2023-02-20,Dikembalikan,7.0
3205,TRX003206,USR00022,BK00401,2023-08-04,2023-08-18,2023-08-23,Terlambat,19.0
3206,TRX003207,USR00196,BK00569,2023-08-18,2023-09-01,2023-09-05,Terlambat,18.0
3207,TRX003208,USR00113,BK00509,2023-09-03,2023-09-17,2023-09-24,Terlambat,21.0
