,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari),judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
1024,TRX002725,USR00225,BK00708,2023-07-02,2023-07-16,2023-07-21,Terlambat,19.0,Dasar Teknologi Sediaan Farmasi Edisi Terbaru,"Saadat Marpaung, S.Ked",Deepublish,2018,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang praktik farmasi klinis pasien, standar pelayanan farmasi profesional, serta manajemen obat dan compounding. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","teknologi farmasi, sediaan farmasi, farmasi rumah sakit, compounding obat",Indonesia,E-book,197,978-0-669-18362-7,9999
1025,TRX002727,USR00120,BK01365,2025-01-23,2025-02-06,2025-02-13,Terlambat,21.0,Strategi Media Sosial,"Dirja Usada, S.E.I, Kasiran Permata, S.T.",Andi Publisher,2006,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini mengulas berbagai aspek penting dari strategi konten media sosial, etika jurnalistik di era digital, serta produksi berita di media digital. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","media sosial, jurnalistik, produksi berita, komunikasi digital",Indonesia,Fisik,291,978-0-389-15624-6,3
1026,TRX002728,USR00357,BK00969,2023-02-14,2023-02-28,2023-03-03,Terlambat,17.0,Prinsip Pencahayaan Ruang,"Unggul Januar, S.E.",Deepublish,2009,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini mengulas berbagai aspek penting dari konsep arsitektur ruang dalam modern, ergonomi dalam desain ruang, serta pemilihan material dan furnitur. Membantu pembaca membangun pemahaman konseptual maupun praktis.","pencahayaan ruang, material interior, desain interior, furnitur",Indonesia,Fisik,302,978-1-278-20797-1,8
1027,TRX002729,USR00052,BK00591,2023-05-25,2023-06-08,2023-06-12,Terlambat,18.0,Farmakologi untuk Praktik Klinis,"R.A. Elisa Wibisono, S.Sos",Pustaka Pelajar,2009,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Farmakologi & Kefarmasian,"Buku ini menyajikan kajian komprehensif mengenai pelayanan kefarmasian klinis, mekanisme kerja obat, serta formulasi sediaan farmasi. Membantu pembaca membangun pemahaman konseptual maupun praktis.","farmakokinetik, apoteker, farmakologi, kimia farmasi",Indonesia,Fisik,465,978-0-14-764925-6,2
1028,TRX002730,USR00096,BK00798,2025-09-12,2025-09-26,2025-09-30,Terlambat,18.0,Pengantar Desain Komunikasi Visual,"Gina Pratama, S.E.I, H. Caraka Mardhiyah, M.TI.",Andi Publisher,2010,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini membahas secara mendalam tentang prinsip visual dan tipografi, estetika dalam karya seni rupa, serta proses kreatif desain grafis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","branding, desain grafis, seni rupa, layout",Indonesia,Fisik,351,978-1-254-59606-8,1
1029,TRX002738,USR00279,BK00519,2024-07-25,2024-08-08,2024-08-12,Terlambat,18.0,Panduan Keperawatan Gawat Darurat Edisi Revisi,R. Widya Samosir,PT Grasindo,2023,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini mengulas berbagai aspek penting dari manajemen perawatan pasien, penanganan kondisi darurat medis, serta asuhan keperawatan pasien. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","asuhan keperawatan, keperawatan medikal bedah, keperawatan gawat darurat, keperawatan anak",Indonesia,Fisik,186,978-1-375-40254-5,1
1030,TRX002740,USR00097,BK00434,2024-09-05,2024-09-19,2024-09-24,Terlambat,19.0,Manajemen Logistik: Konsep dan Praktik,Vicky Suwarno,Salemba Empat,2005,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini dirancang sebagai panduan untuk memahami pengendalian persediaan barang, manajemen rantai pasok dan distribusi, serta keselamatan dan kesehatan kerja industri. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","analisis beban kerja, rantai pasok, manajemen persediaan, supply chain",Indonesia,E-book,363,978-0-649-08277-3,9999
1031,TRX002745,USR00254,BK00970,2025-09-04,2025-09-18,2025-09-20,Terlambat,16.0,Prinsip Material dan Furnitur,Ir. Talia Fujiati,Graha Ilmu,2020,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini membahas secara mendalam tentang perancangan tata ruang interior, prinsip pencahayaan dan estetika ruang, serta ergonomi dalam desain ruang. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","desain interior, material interior, tata ruang, furnitur",Inggris,E-book,167,978-1-345-95764-8,9999
1032,TRX002748,USR00380,BK00762,2023-09-17,2023-10-01,2023-10-07,Terlambat,20.0,Panduan Praktik Keperawatan Berbasis Bukti,Mitra Sinaga,Deepublish,2015,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang etika dan profesionalisme keperawatan, penerapan evidence-based practice, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","praktik klinis ners, residensi keperawatan, kompetensi ners, keperawatan lanjutan",Indonesia,E-book,242,978-1-74916-247-1,9999
1033,TRX002749,USR00322,BK01318,2025-06-04,2025-06-18,2025-06-20,Terlambat,16.0,Strategi Content Creation Edisi Ke-3,Hj. Gabriella Wijaya,Salemba Empat,2007,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini memberikan pemahaman menyeluruh tentang produksi berita di media digital, strategi konten media sosial, serta etika jurnalistik di era digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","media sosial, konten kreator, media digital, produksi berita",Indonesia,E-book,324,978-1-201-49118-7,9999
1034,TRX002750,USR00054,BK01021,2023-06-17,2023-07-01,2023-07-08,Terlambat,21.0,Dasar-Dasar Tata Ruang Edisi Revisi,"Dr. Jarwi Jailani, S.Pd",Salemba Empat,2007,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini menyajikan kajian komprehensif mengenai prinsip pencahayaan dan estetika ruang, perancangan tata ruang interior, serta konsep arsitektur ruang dalam modern. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","material interior, arsitektur ruang, tata ruang, pencahayaan ruang",Indonesia,Fisik,280,978-0-523-62292-7,5
1035,TRX002752,USR00136,BK00867,2025-07-07,2025-07-21,2025-07-23,Terlambat,16.0,Kreativitas dalam Desain Multimedia,"Hj. Cici Sitorus, M.Ak",Salemba Empat,2019,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini memberikan pemahaman menyeluruh tentang desain media interaktif, animasi dan motion graphic, serta teknik pengambilan gambar fotografi. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","motion graphic, videografi, multimedia, editing visual",Indonesia,Fisik,450,978-1-9750-1980-8,7
1036,TRX002754,USR00003,BK00731,2024-10-14,2024-10-28,2024-11-04,Terlambat,21.0,Modul Keperawatan Berbasis Bukti,Martani Waluyo,Informatika Bandung,2013,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari etika dan profesionalisme keperawatan, residensi dan pembelajaran klinik lanjutan, serta penerapan evidence-based practice. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan komprehensif, praktik klinis ners, evidence based practice, keperawatan lanjutan",Indonesia,Fisik,240,978-1-64750-111-2,5
1037,TRX002756,USR00316,BK00312,2025-05-01,2025-05-15,2025-05-19,Terlambat,18.0,Konsep Sistem Basis Data,Iriana Lazuardi,Graha Ilmu,2008,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini membahas secara mendalam tentang arsitektur data warehouse, manajemen sistem basis data, serta normalisasi data. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen data, query, database, data warehouse",Indonesia,Fisik,392,978-0-16-608801-2,7
1038,TRX002757,USR00197,BK00569,2025-09-04,2025-09-18,2025-09-22,Terlambat,18.0,Kimia Farmasi untuk Praktik Klinis Edisi Revisi,"dr. Jaswadi Zulaika, Yoga Setiawan",Gramedia Pustaka Utama,2015,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Farmakologi & Kefarmasian,"Buku ini dirancang sebagai panduan untuk memahami efek samping dan dosis obat, mekanisme kerja obat, serta formulasi sediaan farmasi. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","farmakologi, toksikologi, farmasi klinis, obat",Indonesia,Fisik,168,978-1-75409-003-5,6
1039,TRX002761,USR00156,BK00244,2023-03-15,2023-03-29,2023-04-04,Terlambat,20.0,Perancangan Data Warehouse,Ajeng Uwais,Salemba Empat,2017,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini dirancang sebagai panduan untuk memahami query dan manipulasi data, normalisasi data, serta manajemen sistem basis data. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","database, data warehouse, manajemen data, nosql",Indonesia,E-book,237,978-1-949375-97-8,9999
1040,TRX002762,USR00137,BK00383,2024-03-19,2024-04-02,2024-04-06,Terlambat,18.0,Dasar-Dasar Perencanaan Produksi,"Prasetya Widodo, KH. Bakda Jailani",Kencana Prenada,2009,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini membahas secara mendalam tentang perancangan sistem kerja industri, perencanaan dan pengendalian produksi, serta optimalisasi proses produksi. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen operasi, produktivitas, manajemen kualitas, perencanaan produksi",Indonesia,E-book,496,978-0-16-433472-2,9999
1041,TRX002764,USR00355,BK01080,2025-08-27,2025-09-10,2025-09-11,Terlambat,15.0,Pengantar Manajemen Sumber Daya Manusia,"R. Bella Zulaika, S.I.Kom, Xanana Saefullah",Informatika Bandung,2023,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai administrasi dan operasional bisnis, efisiensi operasional organisasi bisnis, serta manajemen sumber daya manusia perusahaan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","manajemen sumber daya manusia, manajemen keuangan, manajemen bisnis, tata kelola perusahaan",Inggris,E-book,545,978-0-9762637-4-6,9999
1042,TRX002767,USR00043,BK01348,2023-01-21,2023-02-04,2023-02-07,Terlambat,17.0,Pengantar Komunikasi Digital,"Ir. Janet Hardiansyah, S.E.I",UI Press,2012,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini dirancang sebagai panduan untuk memahami etika jurnalistik di era digital, jurnalisme online kontemporer, serta produksi berita di media digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","media sosial, media digital, produksi berita, konten kreator",Inggris,Fisik,291,978-1-80164-403-7,2
1043,TRX002768,USR00188,BK01043,2025-08-30,2025-09-13,2025-09-14,Terlambat,15.0,Tata Kelola Perusahaan: Teori dan Praktik,drg. Yuni Manullang,Deepublish,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang pengelolaan keuangan bisnis, strategi tata kelola perusahaan, serta administrasi dan operasional bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","operasional bisnis, manajemen keuangan, manajemen sumber daya manusia, administrasi bisnis",Inggris,Fisik,342,978-0-282-25120-8,1
1044,TRX002770,USR00341,BK01348,2023-11-19,2023-12-03,2023-12-05,Terlambat,16.0,Pengantar Komunikasi Digital,"Ir. Janet Hardiansyah, S.E.I",UI Press,2012,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini dirancang sebagai panduan untuk memahami etika jurnalistik di era digital, jurnalisme online kontemporer, serta produksi berita di media digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","media sosial, media digital, produksi berita, konten kreator",Inggris,Fisik,291,978-1-80164-403-7,2
1045,TRX002771,USR00290,BK00504,2025-05-17,2025-05-31,2025-06-06,Terlambat,20.0,Keperawatan Medikal Bedah: Teori dan Praktik Klinis,"Shania Simbolon, S.H., R. Gamani Pradana, S.IP",Alfabeta,2022,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini dirancang sebagai panduan untuk memahami penanganan kondisi darurat medis, manajemen perawatan pasien, serta komunikasi terapeutik perawat. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan gawat darurat, keperawatan medikal bedah, keperawatan anak, keperawatan",Indonesia,Fisik,207,978-1-363-17970-1,5
1046,TRX002776,USR00115,BK01085,2023-05-13,2023-05-27,2023-06-03,Terlambat,21.0,Manajemen Keuangan: Teori dan Praktik Edisi Revisi,Lalita Pangestu,Erlangga,2009,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai manajemen sumber daya manusia perusahaan, efisiensi operasional organisasi bisnis, serta administrasi dan operasional bisnis. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","manajemen bisnis, tata kelola perusahaan, manajemen sumber daya manusia, operasional bisnis",Indonesia,E-book,271,978-1-157-18409-6,9999
1047,TRX002783,USR00213,BK00398,2025-06-04,2025-06-18,2025-06-25,Terlambat,21.0,Studi Keselamatan dan Kesehatan Kerja di Industri Edisi Revisi,Puti Yuliarti,PT Grasindo,2008,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini membahas secara mendalam tentang keselamatan dan kesehatan kerja industri, analisis ergonomi tempat kerja, serta manajemen rantai pasok dan distribusi. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","supply chain, logistik, ergonomi, rantai pasok",Indonesia,E-book,174,978-1-306-52407-0,9999
1048,TRX002789,USR00348,BK00651,2025-01-22,2025-02-05,2025-02-06,Terlambat,15.0,Teknologi Compounding Obat,drg. Gina Rahimah,UI Press,2006,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini dirancang sebagai panduan untuk memahami teknologi pembuatan sediaan obat, manajemen obat dan compounding, serta praktik farmasi klinis pasien. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","pelayanan kefarmasian, sediaan farmasi, farmasi komunitas, farmasi rumah sakit",Indonesia,E-book,485,978-1-67699-150-2,9999
1049,TRX002791,USR00279,BK00482,2024-03-01,2024-03-15,2024-03-19,Terlambat,18.0,Panduan Keperawatan Dasar,"Sidiq Saputra, S.Psi, Hasna Januar",Elex Media Komputindo,2010,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini dirancang sebagai panduan untuk memahami prosedur klinis keperawatan, asuhan keperawatan pasien, serta penanganan kondisi darurat medis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","asuhan keperawatan, praktik klinis, keperawatan gawat darurat, keperawatan anak",Indonesia,E-book,213,978-1-7393852-5-5,9999
1050,TRX002799,USR00159,BK00218,2024-05-18,2024-06-01,2024-06-04,Terlambat,17.0,Kriptografi di Era Digital,Cengkir Sihotang,Graha Ilmu,2021,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai audit keamanan sistem, ancaman siber, serta sistem enkripsi. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","kriptografi, keamanan siber, hacking etis, firewall",Indonesia,Fisik,407,978-0-507-23688-1,7
1051,TRX002800,USR00298,BK01162,2025-09-25,2025-10-09,2025-10-16,Terlambat,21.0,Dasar-Dasar Manajemen Pemasaran,Gading Pratama,Pustaka Pelajar,2011,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Kewirausahaan & Pemasaran Bisnis,"Buku ini membahas secara mendalam tentang manajemen pemasaran produk dan jasa, strategi kewirausahaan dan inovasi bisnis, serta perencanaan strategi pemasaran. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","manajemen pemasaran, e-commerce, bisnis digital, pemasaran",Indonesia,Fisik,303,978-1-5146-0401-4,5
1052,TRX002801,USR00133,BK00794,2025-12-14,2025-12-28,2026-01-04,Terlambat,21.0,Ilustrasi Digital: Konsep dan Praktik,Eko Marpaung,Informatika Bandung,2016,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini dirancang sebagai panduan untuk memahami proses kreatif desain grafis, ilustrasi dan komposisi gambar, serta strategi branding melalui visual. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","tipografi, ilustrasi, layout, desain komunikasi visual",Indonesia,E-book,249,978-0-390-43830-0,9999
1053,TRX002805,USR00269,BK00012,2023-12-05,2023-12-19,2023-12-20,Terlambat,15.0,Struktur Data: Konsep dan Implementasi,Hardi Marpaung,Salemba Empat,2019,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini menyajikan kajian komprehensif mengenai algoritma dan struktur data, logika pemrograman, serta efisiensi algoritma. Membantu pembaca membangun pemahaman konseptual maupun praktis.","struktur data, algoritma, java, python",Inggris,Fisik,262,978-1-70154-303-4,7
1054,TRX002811,USR00089,BK00422,2025-06-15,2025-06-29,2025-07-04,Terlambat,19.0,Manajemen Ergonomi,Safina Anggriawan,Salemba Empat,2010,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini memberikan pemahaman menyeluruh tentang keselamatan dan kesehatan kerja industri, optimalisasi jaringan logistik, serta manajemen rantai pasok dan distribusi. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","distribusi, k3, supply chain, analisis beban kerja",Indonesia,Fisik,484,978-1-4510-4636-6,7
1055,TRX002814,USR00375,BK00935,2025-01-26,2025-02-09,2025-02-10,Terlambat,15.0,Motion Graphic: Konsep dan Praktik Edisi Revisi,dr. Prima Laksita,Graha Ilmu,2008,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini menyajikan kajian komprehensif mengenai produksi konten multimedia digital, editing visual dan videografi, serta teknik pengambilan gambar fotografi. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","fotografi, videografi, multimedia, editing visual",Indonesia,Fisik,226,978-0-440-33041-7,0
1056,TRX002815,USR00132,BK00597,2024-03-24,2024-04-07,2024-04-11,Terlambat,18.0,Pengantar Farmasetika,"Ir. Ihsan Oktaviani, S.T.",UI Press,2023,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Farmakologi & Kefarmasian,"Buku ini mengulas berbagai aspek penting dari interaksi obat dalam tubuh, formulasi sediaan farmasi, serta mekanisme kerja obat. Membantu pembaca membangun pemahaman konseptual maupun praktis.","kimia farmasi, toksikologi, apoteker, formulasi obat",Inggris,Fisik,143,978-0-321-94168-8,0
1057,TRX002816,USR00157,BK01312,2023-05-15,2023-05-29,2023-06-01,Terlambat,17.0,Praktik Produksi Berita Edisi Ke-2,"Tgk. Julia Mansur, M.M.",Kencana Prenada,2010,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini dirancang sebagai panduan untuk memahami etika jurnalistik di era digital, jurnalisme online kontemporer, serta produksi berita di media digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","produksi berita, komunikasi digital, media sosial, konten kreator",Indonesia,Fisik,339,978-1-04-043333-1,0
1058,TRX002831,USR00094,BK01075,2025-10-09,2025-10-23,2025-10-27,Terlambat,18.0,Pengantar Manajemen Sumber Daya Manusia Edisi Ke-3,Hesti Damanik,Gramedia Pustaka Utama,2008,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini menyajikan kajian komprehensif mengenai manajemen sumber daya manusia perusahaan, pengelolaan keuangan bisnis, serta administrasi dan operasional bisnis. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","manajemen bisnis, operasional bisnis, manajemen keuangan, manajemen sumber daya manusia",Inggris,Fisik,151,978-1-68893-628-7,2
1059,TRX002832,USR00254,BK01190,2024-06-09,2024-06-23,2024-06-28,Terlambat,19.0,Dasar-Dasar Psikologi Umum Edisi Revisi,"Lutfan Namaga, S.Pt",PT Grasindo,2007,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini membahas secara mendalam tentang gangguan psikologis dan penanganannya, perilaku dan proses mental manusia, serta dinamika interaksi sosial manusia. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","psikoterapi, psikologi, kepribadian, kesehatan mental",Inggris,E-book,306,978-0-8217-8192-0,9999
1060,TRX002833,USR00311,BK00437,2024-10-10,2024-10-24,2024-10-28,Terlambat,18.0,Manajemen Keselamatan dan Kesehatan Kerja Edisi Ke-2,"Gilang Hutasoit, M.TI.",Deepublish,2023,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini dirancang sebagai panduan untuk memahami optimalisasi jaringan logistik, keselamatan dan kesehatan kerja industri, serta analisis ergonomi tempat kerja. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","distribusi, ergonomi, supply chain, analisis beban kerja",Indonesia,E-book,185,978-0-686-02592-4,9999
1061,TRX002835,USR00335,BK00797,2025-10-21,2025-11-04,2025-11-06,Terlambat,16.0,Kreativitas dalam Desain Komunikasi Visual,"KH. Cakrawala Dongoran, M.Farm",Gramedia Pustaka Utama,2011,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini memberikan pemahaman menyeluruh tentang prinsip visual dan tipografi, proses kreatif desain grafis, serta strategi branding melalui visual. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","seni rupa, desain komunikasi visual, tipografi, ilustrasi",Indonesia,Fisik,193,978-1-904227-11-3,1
1062,TRX002838,USR00292,BK00275,2024-09-06,2024-09-20,2024-09-26,Terlambat,20.0,Manajemen SQL Server Modern,"Drs. Murti Safitri, S.E.I",Deepublish,2010,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Basis Data,"Buku ini memberikan pemahaman menyeluruh tentang normalisasi data, query dan manipulasi data, serta arsitektur data warehouse. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","sql, query, nosql, manajemen data",Inggris,E-book,292,978-1-223-32061-8,9999
1063,TRX002840,USR00011,BK00523,2024-12-26,2025-01-09,2025-01-13,Terlambat,18.0,Dasar-Dasar Keperawatan Maternitas,Tgk. Marsudi Sihombing,Kencana Prenada,2022,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini menyajikan kajian komprehensif mengenai manajemen perawatan pasien, asuhan keperawatan pasien, serta komunikasi terapeutik perawat. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keperawatan medikal bedah, praktik klinis, asuhan keperawatan, keperawatan anak",Indonesia,Fisik,447,978-1-929751-70-9,2
1064,TRX002843,USR00077,BK01336,2023-10-24,2023-11-07,2023-11-08,Terlambat,15.0,Pengantar Jurnalistik Digital,Queen Waluyo,PT Grasindo,2019,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini menyajikan kajian komprehensif mengenai etika jurnalistik di era digital, strategi konten media sosial, serta jurnalisme online kontemporer. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","produksi berita, media sosial, konten kreator, media digital",Indonesia,Fisik,272,978-1-130-87612-3,0
1065,TRX002845,USR00234,BK00961,2023-12-29,2024-01-12,2024-01-14,Terlambat,16.0,Perancangan Tata Ruang,"R.A. Shakila Mayasari, Ellis Usada",UI Press,2021,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini mengulas berbagai aspek penting dari konsep arsitektur ruang dalam modern, ergonomi dalam desain ruang, serta perancangan tata ruang interior. Membantu pembaca membangun pemahaman konseptual maupun praktis.","pencahayaan ruang, tata ruang, desain interior, material interior",Inggris,Fisik,480,978-1-4851-5791-5,6
1066,TRX002848,USR00113,BK00122,2025-06-30,2025-07-14,2025-07-15,Terlambat,15.0,Pengantar Machine Learning,"Prabowo Marpaung, Mila Mulyani",Bumi Aksara,2018,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami pembelajaran mesin, analisis data besar, serta otomatisasi cerdas. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","big data, neural network, artificial intelligence, data science",Indonesia,Fisik,405,978-1-137-50606-1,2
1067,TRX002849,USR00144,BK00086,2023-04-01,2023-04-15,2023-04-17,Terlambat,16.0,Pengantar Computer Vision,drg. Yuni Uyainah,Gramedia Pustaka Utama,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini memberikan pemahaman menyeluruh tentang jaringan saraf tiruan, kecerdasan buatan, serta prediksi berbasis data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","machine learning, deep learning, kecerdasan buatan, neural network",Indonesia,E-book,193,978-0-370-98593-0,9999
1068,TRX002851,USR00246,BK01058,2025-03-12,2025-03-26,2025-03-28,Terlambat,16.0,Dasar-Dasar Manajemen Operasional,Dwi Puspita,Deepublish,2021,"Fakultas Sosial, Humaniora, & Seni",Administrasi Bisnis,Administrasi & Manajemen Bisnis,"Buku ini memberikan pemahaman menyeluruh tentang manajemen sumber daya manusia perusahaan, strategi tata kelola perusahaan, serta pengelolaan keuangan bisnis. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","operasional bisnis, manajemen keuangan, administrasi bisnis, manajemen sumber daya manusia",Indonesia,Fisik,139,978-0-9910622-7-0,1
1069,TRX002853,USR00279,BK00499,2023-03-01,2023-03-15,2023-03-19,Terlambat,18.0,Dasar-Dasar Keperawatan Dasar Edisi Terbaru,"Yani Kusmawati, S.E.I",Andi Publisher,2006,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini dirancang sebagai panduan untuk memahami prosedur klinis keperawatan, penanganan kondisi darurat medis, serta asuhan keperawatan pasien. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan, praktik klinis, asuhan keperawatan, keperawatan medikal bedah",Indonesia,E-book,272,978-0-487-63290-1,9999
1070,TRX002855,USR00231,BK01201,2023-01-12,2023-01-26,2023-01-29,Terlambat,17.0,Psikologi Klinis: Teori dan Aplikasi,"Mutia Pudjiastuti, Tgk. Oni Purnawati",Nuha Medika,2009,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini menyajikan kajian komprehensif mengenai gangguan psikologis dan penanganannya, intervensi psikoterapi klinis, serta dinamika interaksi sosial manusia. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kepribadian, psikologi, psikologi klinis, kesehatan mental",Indonesia,Fisik,150,978-0-406-79176-4,2
